ชื่อสินค้า,Product ID,ตัวเลือก,ID ตัวเลือก,SKU,DB Code
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,10ปากรุ่นปกติแถมอะไหล่2ปาก,1731413552855811418,เครื่องหยอด10ปาก+อะไหล่2,MISSING_IN_DB+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,12ปากรุ่นปกติแถมอะไหล่2ปาก,1731413552855876954,เครื่องหยอด12ปาก+อะไหล่2,MISSING_IN_DB+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,"6ปาก""ล้อเหล็ก""รุ่นปกติแถมอะไหล่2ปาก",1731413552855942490,ล้อเหล็ก6ปาก+อะไหล่2,1484+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,"7ปาก""ล้อเหล็ก""รุ่นปกติแถมอะไหล่2ปาก",1731413552856008026,ล้อเหล็ก7ปาก+อะไหล่2,1485+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,5ปากรุ่นปกติแถมอะไหล่2ปาก,1731413590406694234,เครื่องหยอด5ปาก+อะไหล่2,MISSING_IN_DB+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,6ปากรุ่นปกติแถมอะไหล่2ปาก,1731413590406759770,เครื่องหยอด6ปาก+อะไหล่2,MISSING_IN_DB+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,7ปากรุ่นปกติแถมอะไหล่2ปาก,1731413590406825306,เครื่องหยอด7ปาก+อะไหล่2,MISSING_IN_DB+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,8ปากรุ่นปกติแถมอะไหล่2ปาก,1731413590406890842,เครื่องหยอด8ปาก+อะไหล่2,MISSING_IN_DB+2441
"[คละสี] เครื่องหยอดข้าวโพด 5-12 ปาก ,เครื่องหยอดข้าว เครื่องหยอดเมล็ดพันธ์",1729671398248188250,8ปากล้อเหล็กแถมอะไหล่2ปาก,1731556207905244506,ล้อเหล็ก8ปาก+อะไหล่2,1486+2441
"เครื่องเจาะดิน ดอกเจาะ 4,6 นิ้ว",1729671578910886234,เครื่อง+ดอกเจาะ 4 นิ้ว,1729671578910951770,เครื่อง+ดอกเจาะ 4 นิ้ว,2386+2387
"เครื่องเจาะดิน ดอกเจาะ 4,6 นิ้ว",1729671578910886234,เครื่อง +ดอกเจาะ 6 นิ้ว,1729671578911017306,เครื่อง +ดอกเจาะ 6 นิ้ว,2386+2474
"เครื่องเจาะดิน ดอกเจาะ 4,6 นิ้ว",1729671578910886234,เฉพาะหัวเจาะ,1729680527638038874,เฉพาะหัวเจาะดิน,MISSING_IN_DB
กระปุกเอ็นตัดหญ้า หัวเอ็นตัดหญ้า อลูมิเนียม รุ่นใหม่ (ใส่ได้ทุกรุ่น),1729677954834336090,,1729677954834401626,กระปุกเอ็นตัดหญ้า,MISSING_IN_DB
จานเอ็นตัดหญ้า (เกรดญี่ปุ่น) ใช้ได้ทุกรุ่น,1729677964604639578,,1729677961001208154,จานเอ็นตัดหญ้า,MISSING_IN_DB
สายสะพายเครื่องตัดหญ้าข้ออ่อน/ข้องอ(ทุกรุ่น) บ่าคู่,1729678523137689946,,1729678523137755482,สายสะพายบ่าคู่,MISSING_IN_DB
ถังพ่นยา กระบอกพ่นยา 2 ลิตร กระบอกพ่นยา ถังพ่นปุ๋ย กระบอกฉีดน้ำแรงดัน ฟ๊อกกี้ foggy พ่นแอลกอฮอล์,1729685829921704282,,1729685829921769818,ถังพ่น2ลิตร,MISSING_IN_DB
เครื่องตัดหญ้า RBC-411 เครื่องยนต์ 2 จังหวะ ขนาดถัง 1 ลิตร สะพายบ่า แถมใบมีด 12” พร้อมอุปกรณ์ครบชุด เครื่องมือการเกษตร,1729685947935263066,,1729685947935328602,เครื่องตัดหญ้า RBC-411,MISSING_IN_DB
"คอยล์ไฟ เครื่องตัดหญ้า TU43 TL33 (33cc, 36F, 36, CG330, BG330, TB33, TU33, TU43)",1729687046310758746,,1729687046310824282,คอยล์ไฟTU43,MISSING_IN_DB
"มีดตัดหญ้า Twin World ของแท้ 14,16 นิ้ว",1729694450336237914,ขนาด 14 นิ้ว,1729694450336303450,มีดตัดหญ้า Twin World 14นิ้ว,MISSING_IN_DB
"มีดตัดหญ้า Twin World ของแท้ 14,16 นิ้ว",1729694450336237914,ขนาด 16 นิ้ว,1729694450336368986,มีดตัดหญ้า Twin World 16นิ้ว,MISSING_IN_DB
ใบมีดตัดหญ้าตราลูกโลก Twin World ขนาด 12 นิ้วหน้า 1.6 มม,1729694481586358618,,1729694481586424154,twinworld12,MISSING_IN_DB
"สายชาร์จ ไฟฉายคาดหัว ""รูเดี่ยว""สายชาร์จไฟฉายคาดหัว ชาร์จได้เฉพาะรุ่นที่กำหนด",1729695552606603610,,1729695552606669146,สายชาร์จรูเดี่ยว,MISSING_IN_DB
ปั๊มน้ำ ปั้มแช่ดูดโคลน ปั๊มแช่ไฟฟ้า ปั๊มจุ่ม ไดโว่ KAYANA ของแท้ ปั๊มแช่ 2 นิ้ว 750  วัตต์ มอเตอร์ทองแดงแท้ ปั๊ม  น้ํา,1729695562363603290,,1729695562363668826,ปั๊มแช่KAYANA 2นิ้ว,MISSING_IN_DB
[1นิ้ว] ปั๊มพ่นยา 3 สูบ รุ่นออโต้ 1 นิ้ว ปั๊มพ่นยา[รุ่นใหม่] แกนสูบใหญ่ขึ้น ปั๊มแรงดัน เครื่องพ่นยา เครื่องฉีดยา,1729696508473936218,ออโต้ 1 นิ้วถังครีบ*สีดำ*,1729961004687067482,ออโต้1นิ้วดำ,MISSING_IN_DB
[1นิ้ว] ปั๊มพ่นยา 3 สูบ รุ่นออโต้ 1 นิ้ว ปั๊มพ่นยา[รุ่นใหม่] แกนสูบใหญ่ขึ้น ปั๊มแรงดัน เครื่องพ่นยา เครื่องฉีดยา,1729696508473936218,(พรีเมี่ยม)ออโต้1นิ้วถังครีบ*สีแดง*,1730229808436250970,ออโต้1นิ้วแดง,MISSING_IN_DB
[1นิ้ว] ปั๊มพ่นยา 3 สูบ รุ่นออโต้ 1 นิ้ว ปั๊มพ่นยา[รุ่นใหม่] แกนสูบใหญ่ขึ้น ปั๊มแรงดัน เครื่องพ่นยา เครื่องฉีดยา,1729696508473936218,ออโต้1นิ้วถังครีบ เกจแรงดันแบบแท่ง,1731611262562239834,ออโต้1นิ้วเกจแท่ง,MISSING_IN_DB
[1นิ้ว] ปั๊มพ่นยา 3 สูบ รุ่นออโต้ 1 นิ้ว ปั๊มพ่นยา[รุ่นใหม่] แกนสูบใหญ่ขึ้น ปั๊มแรงดัน เครื่องพ่นยา เครื่องฉีดยา,1729696508473936218,ออโต้1นิ้วสีดำ,1734510680010294618,ออโต้1นิ้วสีดำ,0409
สายพ่นยา 3 ชั้นแรงดันสูง 20 เมตร ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้ สาย  ยาง,1729697371850049882,3 ชั้น 20 เมตร,1729697371850115418,เก็นได3ชั้น20เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง 50 เมตร หัวทองเหลือง  100 เมตรแถมหัวฟรียอย ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้,1729697387699800410,50 เมตร 5 ชั้น,1729697387699865946,เก็นไดธรรมดา5ชั้น50เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง 50 เมตร หัวทองเหลือง  100 เมตรแถมหัวฟรียอย ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้,1729697387699800410,พรีเมี่ยม 50 เมตร ไม่แถมหัวฟรียอย,1730395996967373146,เก็นไดพรีเมี่ยม5ชั้น50เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง 50 เมตร หัวทองเหลือง  100 เมตรแถมหัวฟรียอย ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้,1729697387699800410,ธรรมดา 50 เมตร ไม่แถมหัวฟรียอย,1730396019130206554,เก็นไดธรรมดา5ชั้น50เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,5 ชั้นรุ่นธรรมดา,1730097987543337306,เก็นไดธรรมดา5ชั้น100เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,5 ชั้นรุ่นพรีเมี่ยม,1730229885482731866,เก็นไดพรีเมี่ยม5ชั้น100เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,100 เมตร รุ่นธรรมดา แถมหัวฟรียอย,1730497501332343130,เก็นไดธรรมดา5ชั้น100เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,100 เมตร พรีเมียม แถมหัวฟรียอย,1730497501332408666,เก็นไดพรีเมี่ยม5ชั้น100เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,50 เมตร ธรรมดา ไม่แถมหัวฟรียอย,1730497501332474202,เก็นไดธรรมดา5ชั้น50เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,50 เมตร พรีเมียม ไม่แถมหัวฟรียอย,1730497501332539738,เก็นไดพรีเมี่ยม5ชั้น50เมตร,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,100 เมตร พรีเมี่ยม สีฟ้า-ขาว แถมหัวฟรียอย,1730708557671008602,พรีเมี่ยมฟ้าขาว,MISSING_IN_DB
สายพ่นยา 5 ชั้นแรงดันสูง  100/50 เมตร แถมฟรี *หัวฟรียอย* ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยาหัวทองเหลืองแท้,1729700311345039706,100 เมตร ทูอินวัน*รุ่นใหม่* ทนแรงดัน 280 บาร์,1731430708989560154,ทูอินวัน100เมตร,MISSING_IN_DB
"สายพ่นยา 3 ชั้นแรงดันสูง 40 ,50 เมตร ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้ สาย  ยาง",1729700319465015642,40 เมตร,1729700319465081178,3ชั้น40เมตร,MISSING_IN_DB
"สายพ่นยา 3 ชั้นแรงดันสูง 40 ,50 เมตร ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้ สาย  ยาง",1729700319465015642,50 เมตร,1729700319465146714,3ชั้น50เมตร,MISSING_IN_DB
"สายพ่นยา 3 ชั้นแรงดันสูง 40 ,50 เมตร ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้ สาย  ยาง",1729700319465015642,3ชั้น100เมตรNAKITA,1734452745952724314,3ชั้น100เมตรNAKITA,0422
สายพ่นยา 3 ชั้นแรงดันสูง 100  เมตร ทนแรงดันสูง สายพ่นยาต่อเครื่องพ่นยา หัวทองเหลืองแท้ สาย  ยาง,1729700324767009114,,1729700324767074650,3ชั้น100เมตร,MISSING_IN_DB
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,ดำ 50% 2x15 เมตร,1729700968113604954,ดำ 50% 2x15 เมตร,0424
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,ดำ 60% 2x15 เมตร,1729700968113670490,ดำ 60% 2x15 เมตร,0425
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,ดำ 70% 2x15 เมตร,1729700968113736026,ดำ 70% 2x15 เมตร,0426
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,ดำ 80% 2x15 เมตร,1729700968113801562,ดำ 80% 2x15 เมตร,0427
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,เขียว 50% 2x15 เมตร,1729700968113867098,เขียว 50% 2x15 เมตร,0428
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,เขียว 60% 2x15 เมตร,1729700968113932634,เขียว 60% 2x15 เมตร,0429
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,เขียว 70% 2x15 เมตร,1729700968113998170,เขียว 70% 2x15 เมตร,0430
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,เขียว 80% 2x15 เมตร,1729700968114063706,เขียว 80% 2x15 เมตร,0431
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x15 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,]",1729700968113539418,เขียว 80% 2x9 เมตร,1730101797958617434,เขียว 80% 2x9 เมตร,0432
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,เขียว 60% ขนาด 2X20 เมตร,1729700970290186586,เขียว 60% ขนาด 2X20 เมตร,0433
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,เขียว 70% ขนาด 2X20 เมตร,1729700970290252122,เขียว 70% ขนาด 2X20 เมตร,0434
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,เขียว 80% ขนาด 2X20 เมตร,1729700970290317658,เขียว 80% ขนาด 2X20 เมตร,0435
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,ดำ 50% ขนาด 2X20 เมตร,1729700971575740762,ดำ 50% ขนาด 2X20 เมตร,0436
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,ดำ 60% ขนาด 2X20 เมตร,1729700971575806298,ดำ 60% ขนาด 2X20 เมตร,0437
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,ดำ 70% ขนาด 2X20 เมตร,1729700971575871834,ดำ 70% ขนาด 2X20 เมตร,0438
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,ดำ 80% ขนาด 2X20 เมตร,1729700971575937370,ดำ 80% ขนาด 2X20 เมตร,0439
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x20 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700971575675226,เขียว 50% ขนาด 2X20 เมตร,1729700971576002906,เขียว 50% ขนาด 2X20 เมตร,0440
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,ดำ 50% 2X50 เมตร,1729700975169407322,ดำ 50% 2X50 เมตร,0441
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,ดำ 60% 2X50 เมตร,1729700975169472858,ดำ 60% 2X50 เมตร,0442
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,ดำ 70% 2X50 เมตร,1729700975169538394,ดำ 70% 2X50 เมตร,0443
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,ดำ 80% 2X50 เมตร,1729700975169603930,ดำ 80% 2X50 เมตร,0444
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,เขียว 50% 2X50 เมตร,1729700975169669466,เขียว 50% 2X50 เมตร,0445
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,เขียว 60% 2X50 เมตร,1729700975169735002,เขียว 60% 2X50 เมตร,0446
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,เขียว 70% 2X50 เมตร,1729700975169800538,เขียว 70% 2X50 เมตร,0447
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x50 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700975169341786,เขียว 80% 2X50 เมตร,1729700975169866074,เขียว 80% 2X50 เมตร,0448
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,ดำ 50% 2x5 เมตร,1729700980194052442,ดำ 50% 2x5 เมตร,0449
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,ดำ 60% 2x5 เมตร,1729700980194117978,ดำ 60% 2x5 เมตร,0450
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,ดำ 70% 2x5 เมตร,1729700980194183514,ดำ 70% 2x5 เมตร,0451
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,ดำ 80% 2x5 เมตร,1729700980194249050,ดำ 80% 2x5 เมตร,0452
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,เขียว 50% 2x5 เมตร,1729700980194314586,เขียว 50% 2x5 เมตร,0453
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,เขียว 60% 2x5 เมตร,1729700980194380122,เขียว 60% 2x5 เมตร,0454
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,เขียว 70% 2x5 เมตร,1729700980194445658,เขียว 70% 2x5 เมตร,0455
"สแลนกันแดด กรองแสงได้ 50,60,70,80% ขนาด 2x5 เมตร  ตาข่ายกรองแสงกันแดด [2สี-เขียว,ดำ] ส",1729700980193986906,เขียว 80% 2x5 เมตร,1729700980194511194,เขียว 80% 2x5 เมตร,0456
[6หุน] ปั๊มพ่นยา 3 สูบ รุ่นออโต้ 6หุน ปั๊มพ่นยา,1729704897348274522,ออโต้ 6 หุน,1729850466314914138,ออโต้ 6 หุน,0457
[6หุน] ปั๊มพ่นยา 3 สูบ รุ่นออโต้ 6หุน ปั๊มพ่นยา,1729704897348274522,ออโต้6หุน เกจวัดแรงดันแบบแท่ง,1731589758426121562,ออโต้6หุน เกจวัดแรงดันแบบแท่ง,0458
[6หุน] ปั๊มพ่นยา 3 สูบ รุ่นออโต้ 6หุน ปั๊มพ่นยา,1729704897348274522,ออโต้ 6 หุน *สีดำ*,1734510799742535002,ออโต้ 6 หุน *สีดำ*,1074
เครื่องพ่นยาพกพา เครื่องพ่นยาหูหิ้ว ปั๊มพ่นยาหิ้ว ระบบ 4 จังหวะ ลูกสูบใหญ่,1729706311946963290,เฉพาะเครื่อง ไม่รวมสายพ่นยา ไม่รวมก้าน,1730704006475450714,ปั๊มหิ้ว4จังหวะเฉพาะเครื่อง,MISSING_IN_DB
เครื่องพ่นยาพกพา เครื่องพ่นยาหูหิ้ว ปั๊มพ่นยาหิ้ว ระบบ 4 จังหวะ ลูกสูบใหญ่,1729706311946963290,เครื่อง+สาย 100 เมตร+ก้านพ่น,1730704006475516250,ปั๊มหิ้ว4จังหวะ+3ชั้น100เมตร+ก้านท็อปนอร์ท,MISSING_IN_DB+MISSING_IN_DB+MISSING_IN_DB
ผ้าเต็นท์ [หนาพิเศษ] ขนาด 4x4 ผ้าใบกันน้ำกันแดด ผ้ายาง ทนการกัดกร่อน คุณภาพสูง,1729708969040185690,,1729708969040251226,ผ้าเต็นท์แท้[หนาพิเศษ] ขนาด 4x4,MISSING_IN_DB
ผ้าเต็นท์[หนาพิเศษ]  ขนาด 3x3 ผ้าใบกันน้ำกันแดด ผ้ายาง ทนการกัดกร่อน คุณภาพสูง,1729708978637080922,,1729708978637146458,ผ้าเต็นท์[หนาพิเศษ]  ขนาด 3x3,MISSING_IN_DB
ผ้าเต็นท์ขนาด [หนาพิเศษ] 3x4 ผ้าใบกันน้ำกันแดด ผ้ายาง ทนการกัดกร่อน คุณภาพสูง,1729708983692724570,,1729708983692790106,ผ้าเต็นท์ขนาด [หนาพิเศษ] 3x4,MISSING_IN_DB
"ผ้าเต็นท์ปูบ่อ 1,000 ลิตร [หนาพิเศษ]ขนาด1x1x1 เมตร ผ้าใบกันน้ำกันแดด ผ้ายาง ทนการกัดกร่อน คุณภาพสูง",1729708988208941402,ผิวเรียบ ,1729708988209006938,ผ้าเต็นท์1x1x1 ผิวเรียบ,MISSING_IN_DB
"ผ้าเต็นท์ปูบ่อ 1,000 ลิตร [หนาพิเศษ]ขนาด1x1x1 เมตร ผ้าใบกันน้ำกันแดด ผ้ายาง ทนการกัดกร่อน คุณภาพสูง",1729708988208941402,หนาพิเศษ ผิวขรุขระ,1729708988209072474,ผ้าเต็นท์1x1x1 ผิวขรุขระ,MISSING_IN_DB
แท่นวางปั๊มพ่นยา 3 สูบ เพลาลอย แท่นเหล็ก,1729709118480812378,,1729709118480877914,แท่นกลม,MISSING_IN_DB
ชุดมูเล่รู 19 มิลขนาด 2.3 นิ้ว(มีเนียม) และน็อตแหวนลิ่ม มูเล่สายพราน เกลียวฮอนด้า [เครื่อง HONDA] มีเนียม (ร่อง A),1729712301470878042,,1729712301470943578,มูเล่รู 19 มิลขนาด 2.3 นิ้ว,MISSING_IN_DB
เครื่องหยอดข้าวโพด ปากเครื่องหยอดข้าวโพด [รุ่นปากสั้น]ปากเครื่องหยอดเมล็ดพันธุ์ รุ่นใสและทึบ,1729712304605464922,ใส,1729712304605530458,ปากเครื่องหยอดรุ่นใส,MISSING_IN_DB
เครื่องหยอดข้าวโพด ปากเครื่องหยอดข้าวโพด [รุ่นปากสั้น]ปากเครื่องหยอดเมล็ดพันธุ์ รุ่นใสและทึบ,1729712304605464922,ทึบ,1729712304605595994,ปากเครื่องหยอดรุ่นทึบ,MISSING_IN_DB
พลาสติกปูบ่อ[กว้าง 3.6 ม]* ตัดขายเป็นเมตร หนา 80ไมครอน ผ้ายางปูบ่อ ผ้าคลุมบ่อ กันน้ำ 100% ผ้ายางกันฝน พลาสติกคุลมโรงเรือน,1729712334398261594,สีดำสูง 3.6x3 เมตร,1729719513084823898,0.08 ดำ 3 เมตร,MISSING_IN_DB
พลาสติกปูบ่อ[กว้าง 3.6 ม]* ตัดขายเป็นเมตร หนา 80ไมครอน ผ้ายางปูบ่อ ผ้าคลุมบ่อ กันน้ำ 100% ผ้ายางกันฝน พลาสติกคุลมโรงเรือน,1729712334398261594,สีดำสูง 3.6x4 เมตร,1729719513084889434,0.08 ดำ 4 เมตร,MISSING_IN_DB
พลาสติกปูบ่อ[กว้าง 3.6 ม]* ตัดขายเป็นเมตร หนา 80ไมครอน ผ้ายางปูบ่อ ผ้าคลุมบ่อ กันน้ำ 100% ผ้ายางกันฝน พลาสติกคุลมโรงเรือน,1729712334398261594,สีดำสูง 3.6x5 เมตร,1729719513084954970,0.08 ดำ5 เมตร,MISSING_IN_DB
พลาสติกปูบ่อ[กว้าง 3.6 ม]* ตัดขายเป็นเมตร หนา 80ไมครอน ผ้ายางปูบ่อ ผ้าคลุมบ่อ กันน้ำ 100% ผ้ายางกันฝน พลาสติกคุลมโรงเรือน,1729712334398261594,สีดำสูง 3.6x6 เมตร,1729719513085020506,0.08 ดำ 6 เมตร,MISSING_IN_DB
พลาสติกปูบ่อ[กว้าง 3.6 ม]* ตัดขายเป็นเมตร หนา 80ไมครอน ผ้ายางปูบ่อ ผ้าคลุมบ่อ กันน้ำ 100% ผ้ายางกันฝน พลาสติกคุลมโรงเรือน,1729712334398261594,สีดำสูง 3.6x7 เมตร,1729719513085086042,0.08 ดำ 7 เมตร,MISSING_IN_DB
พลาสติกปูบ่อ[กว้าง 3.6 ม]* ตัดขายเป็นเมตร หนา 80ไมครอน ผ้ายางปูบ่อ ผ้าคลุมบ่อ กันน้ำ 100% ผ้ายางกันฝน พลาสติกคุลมโรงเรือน,1729712334398261594,สีใสสูง 3.6x3 เมตร,1729719513085151578,0.08 ใส 3 เมตร,MISSING_IN_DB
